"H1","Label","Area","Perim."
"3","76:M1-0Ca-10","32821","683.110"
"4","76:M1-0Ca-15","32846","678.968"
"5","76:M1-0Ca-20","32897","682.281"
"6","76:M1-0Ca-25","32921","683.110"
"7","76:M1-0Ca-30","32959","683.696"
"8","76:M1-0Ca-35","32975","685.110"
"9","76:M1-0Ca-40","32999","686.181"
"10","76:M1-0Ca-45","33002","682.039"
"11","76:M1-0Ca-50","33046","687.009"
"12","76:M1-0Ca-55","33076","682.867"
"13","76:M1-0Ca-60","33107","684.524"
"1","77:M1-0Ca-00","32431","695.980"
"2","77:M1-0Ca-05","32389","691.637"
"3","77:M1-0Ca-10","32353","694.365"
"4","77:M1-0Ca-15","32328","695.637"
"5","77:M1-0Ca-20","32319","693.637"
"6","77:M1-0Ca-25","32314","694.323"
"7","77:M1-0Ca-30","32301","695.294"
"8","77:M1-0Ca-35","32305","699.193"
"9","77:M1-0Ca-40","32282","694.708"
"10","77:M1-0Ca-45","32288","687.980"
"11","77:M1-0Ca-50","32258","690.808"
"12","77:M1-0Ca-55","32224","690.566"
"1","78:M1-0Ca-00","32256","687.980"
"1","79:M1ex-0Ca-00","41565","785.963"
"2","79:M1ex-0Ca-05","42035","802.690"
"3","79:M1ex-0Ca-10","42263","802.590"
"4","79:M1ex-0Ca-15","42292","810.531"
"5","79:M1ex-0Ca-20","42201","799.862"
"6","79:M1ex-0Ca-25","42411","809.117"
"7","79:M1ex-0Ca-30","42692","833.744"
"8","79:M1ex-0Ca-35","43003","836.916"
"9","79:M1ex-0Ca-40","43284","842.431"
"10","79:M1ex-0Ca-45","43449","846.472"
"11","79:M1ex-0Ca-50","43727","848.916"
"12","79:M1ex-0Ca-55","43814","858.230"
"1","8:NI-ND-00","34057","712.365"
"2","8:NI-ND-05","34058","714.021"
"3","8:NI-ND-10","34098","706.950"
"4","8:NI-ND-15","34130","714.850"
"5","8:NI-ND-20","34126","710.950"
"6","8:NI-ND-25","34157","712.264"
"7","8:NI-ND-30","34185","708.222"
"8","8:NI-ND-35","34156","719.820"
"9","8:NI-ND-40","34207","718.264"
"10","8:NI-ND-45","34224","713.678"
"11","8:NI-ND-50","34193","713.193"
"12","8:NI-ND-55","34193","710.708"
"13","8:NI-ND-60","34239","723.092"
"1","80:M1ex-0Ca-00","33664","730.105"
"2","80:M1ex-0Ca-05","33882","720.507"
"3","80:M1ex-0Ca-10","33937","719.436"
"4","80:M1ex-0Ca-15","33973","718.850"
"5","80:M1ex-0Ca-20","34064","722.264"
"6","80:M1ex-0Ca-25","34096","721.193"
"7","80:M1ex-0Ca-30","34075","719.193"
"8","80:M1ex-0Ca-35","34112","718.607"
"9","80:M1ex-0Ca-40","34116","720.021"
"10","80:M1ex-0Ca-45","34114","731.519"
"11","80:M1ex-0Ca-50","34114","729.335"
"12","80:M1ex-0Ca-55","34143","733.720"
"13","80:M1ex-0Ca-60","34141","728.264"
"1","81:M1ex-0Ca-00","38538","753.092"
"2","81:M1ex-0Ca-05","38702","754.607"
"3","81:M1ex-0Ca-10","38879","766.791"
"4","81:M1ex-0Ca-15","39066","774.548"
"5","81:M1ex-0Ca-20","39153","775.519"
"6","81:M1ex-0Ca-25","39245","771.720"
"7","81:M1ex-0Ca-30","39282","782.347"
"8","81:M1ex-0Ca-35","39311","770.063"
"9","81:M1ex-0Ca-40","39387","773.963"
"10","81:M1ex-0Ca-45","39306","765.820"
"11","81:M1ex-0Ca-50","39473","773.377"
"12","81:M1ex-0Ca-55","39374","771.619"
"13","81:M1ex-0Ca-60","39413","773.034"
"1","82:M1ex-0Ca-00","33717","758.347"
"2","82:M1ex-0Ca-05","33943","746.690"
"3","82:M1ex-0Ca-10","34445","819.502"
"4","82:M1ex-0Ca-15","35216","803.803"
"5","82:M1ex-0Ca-20","36218","832.087"
"6","82:M1ex-0Ca-25","36894","843.502"
"7","82:M1ex-0Ca-30","37409","828.288"
"8","82:M1ex-0Ca-35","37781","829.016"
"9","82:M1ex-0Ca-40","38203","835.259"
"10","82:M1ex-0Ca-45","38464","835.644"
"11","82:M1ex-0Ca-50","38750","836.087"
"12","82:M1ex-0Ca-55","38914","838.288"
"13","82:M1ex-0Ca-60","39125","830.531"
"1","83:M1ex-0Ca-00","29232","677.921"
"2","83:M1ex-0Ca-05","29422","679.335"
"3","83:M1ex-0Ca-10","29602","677.921"
"4","83:M1ex-0Ca-15","30186","687.578"
"5","83:M1ex-0Ca-20","30656","704.448"
"6","83:M1ex-0Ca-25","31209","722.891"
"7","83:M1ex-0Ca-30","31605","772.732"
"8","83:M1ex-0Ca-35","31951","744.690"
"9","83:M1ex-0Ca-40","32443","744.105"
"10","83:M1ex-0Ca-45","32845","772.389"
"11","83:M1ex-0Ca-50","32936","764.389"
"12","83:M1ex-0Ca-55","33125","752.933"
"13","83:M1ex-0Ca-60","33307","750.004"
"1","84:M1ex-0Ca-00","32059","703.335"
"2","84:M1ex-0Ca-05","32199","708.264"
"3","84:M1ex-0Ca-10","32305","694.708"
"4","84:M1ex-0Ca-15","32509","708.749"
"5","84:M1ex-0Ca-20","34662","787.904"
"6","84:M1ex-0Ca-25","34646","768.548"
"7","84:M1ex-0Ca-30","34665","771.862"
"8","84:M1ex-0Ca-35","34949","784.690"
"9","84:M1ex-0Ca-40","35172","787.862"
"10","84:M1ex-0Ca-45","35539","802.590"
"11","84:M1ex-0Ca-50","35631","814.489"
"12","84:M1ex-0Ca-55","35727","822.046"
"13","84:M1ex-0Ca-60","35800","816.146"
"1","85:M1ex-0Ca-00","37490","740.507"
"2","85:M1ex-0Ca-05","39362","770.933"
"3","85:M1ex-0Ca-10","40764","788.105"
"4","85:M1ex-0Ca-15","41224","797.519"
"5","85:M1ex-0Ca-20","41412","808.146"
"6","85:M1ex-0Ca-25","41519","814.732"
"7","85:M1ex-0Ca-30","41717","815.762"
"8","85:M1ex-0Ca-35","41931","825.762"
"9","85:M1ex-0Ca-40","42052","828.933"
"10","85:M1ex-0Ca-45","42206","846.632"
"11","85:M1ex-0Ca-50","42288","849.561"
"12","85:M1ex-0Ca-55","42484","855.460"
"13","85:M1ex-0Ca-60","42509","860.389"
"1","86:M1ex-0Ca-00","36067","743.034"
"2","86:M1ex-0Ca-05","35993","737.578"
"3","86:M1ex-0Ca-10","35903","734.950"
"4","86:M1ex-0Ca-15","35898","743.034"
"5","86:M1ex-0Ca-20","35923","742.548"
"6","86:M1ex-0Ca-25","35948","739.820"
"7","86:M1ex-0Ca-30","36010","737.335"
"8","86:M1ex-0Ca-35","36049","740.749"
"9","86:M1ex-0Ca-40","36049","744.548"
"10","86:M1ex-0Ca-45","36053","738.649"
"11","86:M1ex-0Ca-50","36074","744.063"
"12","86:M1ex-0Ca-55","36040","741.820"
"13","86:M1ex-0Ca-60","36156","748.306"
"1","87:M1ex-0Ca-00","38169","776.489"
"2","87:M1ex-0Ca-05","38484","775.176"
"3","87:M1ex-0Ca-10","38837","780.247"
"4","87:M1ex-0Ca-15","39183","769.963"
"5","87:M1ex-0Ca-20","39454","791.075"
"6","87:M1ex-0Ca-25","39733","785.762"
"7","87:M1ex-0Ca-30","39987","795.561"
"8","87:M1ex-0Ca-35","40224","799.075"
"9","87:M1ex-0Ca-40","40498","801.803"
"10","87:M1ex-0Ca-45","40727","800.732"
"11","87:M1ex-0Ca-50","40938","823.117"
"12","87:M1ex-0Ca-55","41089","808.632"
"1","88:M1ex-0Ca-00","41828","816.690"
"2","88:M1ex-0Ca-05","41941","823.418"
"3","88:M1ex-0Ca-10","41929","830.732"
"4","88:M1ex-0Ca-15","41937","829.661"
"5","88:M1ex-0Ca-20","41958","839.360"
"6","88:M1ex-0Ca-25","41974","820.205"
"7","88:M1ex-0Ca-30","41949","815.134"
"8","88:M1ex-0Ca-35","41972","825.619"
"9","88:M1ex-0Ca-40","41995","814.649"
"10","88:M1ex-0Ca-45","41999","824.833"
"11","88:M1ex-0Ca-50","42024","821.661"
"12","88:M1ex-0Ca-55","42036","818.448"
"1","89:M1ex-0Ca-00","28529","671.394"
"2","89:M1ex-0Ca-05","28688","683.536"
"3","89:M1ex-0Ca-10","27764","665.193"
"4","89:M1ex-0Ca-15","27811","658.909"
"5","89:M1ex-0Ca-20","27940","667.980"
"6","89:M1ex-0Ca-25","28017","682.850"
"7","89:M1ex-0Ca-30","28004","661.838"
"8","89:M1ex-0Ca-35","27955","659.737"
"9","89:M1ex-0Ca-40","27976","664.566"
"10","89:M1ex-0Ca-45","28059","676.850"
"11","89:M1ex-0Ca-50","28240","667.051"
"12","89:M1ex-0Ca-55","28190","672.708"
"13","89:M1ex-0Ca-60","28163","672.850"
"1","9:NI-ND-00","34551","709.394"
"2","9:NI-ND-05","34549","710.708"
"3","9:NI-ND-10","34555","718.749"
"4","9:NI-ND-15","34565","713.779"
"5","9:NI-ND-20","34597","718.950"
"6","9:NI-ND-25","34608","711.294"
"7","9:NI-ND-30","34573","709.051"
"8","9:NI-ND-35","34597","710.222"
"9","9:NI-ND-40","34582","711.394"
"10","9:NI-ND-45","34647","708.808"
"11","9:NI-ND-50","34631","722.164"
"12","9:NI-ND-55","34654","709.637"
"13","9:NI-ND-60","34647","719.436"
"1","90:M1ex-0Ca-00","39639","783.217"
"2","90:M1ex-0Ca-05","39805","780.833"
"3","90:M1ex-0Ca-10","39685","791.803"
"4","90:M1ex-0Ca-15","39721","779.519"
"5","90:M1ex-0Ca-20","39781","782.105"
"6","90:M1ex-0Ca-25","39840","785.661"
"7","90:M1ex-0Ca-30","39803","788.732"
"8","90:M1ex-0Ca-35","39835","781.904"
"9","90:M1ex-0Ca-40","39859","789.803"
"10","90:M1ex-0Ca-45","39868","780.004"
"11","90:M1ex-0Ca-50","39973","790.347"
"12","90:M1ex-0Ca-55","39940","780.448"
"13","90:M1ex-0Ca-60","39934","791.176"
"1","91:M1ex-0Ca-00","33535","709.820"
"2","91:M1ex-0Ca-05","33693","710.891"
"3","91:M1ex-0Ca-10","33880","720.590"
"4","91:M1ex-0Ca-15","34079","724.933"
"5","91:M1ex-0Ca-20","34250","728.833"
"6","91:M1ex-0Ca-25","34446","729.762"
"7","91:M1ex-0Ca-30","34696","729.963"
"8","91:M1ex-0Ca-35","34876","738.590"
"9","91:M1ex-0Ca-40","35006","742.347"
"10","91:M1ex-0Ca-45","35180","746.833"
"11","91:M1ex-0Ca-50","35350","756.146"
"12","91:M1ex-0Ca-55","35472","749.762"
"1","92:M1ex-0Ca-00","37992","752.992"
"2","92:M1ex-0Ca-05","38227","757.377"
"3","92:M1ex-0Ca-10","38262","755.477"
"4","92:M1ex-0Ca-15","38315","756.548"
"5","92:M1ex-0Ca-20","38334","762.933"
"6","92:M1ex-0Ca-25","38266","755.820"
"7","92:M1ex-0Ca-30","38257","755.134"
"8","92:M1ex-0Ca-35","38267","752.992"
"9","92:M1ex-0Ca-40","38247","752.649"
"10","92:M1ex-0Ca-45","38269","755.963"
"11","92:M1ex-0Ca-50","38270","752.063"
"12","92:M1ex-0Ca-55","38317","763.418"
"1","93:M1ex-0Ca-00","28955","650.767"
"2","93:M1ex-0Ca-05","28943","649.938"
"3","93:M1ex-0Ca-10","28958","655.009"
"4","93:M1ex-0Ca-15","28969","654.909"
"5","93:M1ex-0Ca-20","28957","651.352"
"6","93:M1ex-0Ca-25","28992","650.524"
"7","93:M1ex-0Ca-30","29006","658.808"
"8","93:M1ex-0Ca-35","29031","658.566"
"9","93:M1ex-0Ca-40","29029","658.909"
"10","93:M1ex-0Ca-45","29047","663.394"
"11","93:M1ex-0Ca-50","29090","650.524"
"12","93:M1ex-0Ca-55","29092","652.767"
"1","94:M1ex-0Ca-00","36342","862.146"
"2","94:M1ex-0Ca-05","36494","893.502"
"3","94:M1ex-0Ca-10","36615","868.046"
"4","94:M1ex-0Ca-15","36698","886.815"
"5","94:M1ex-0Ca-20","36770","904.472"
"6","94:M1ex-0Ca-25","36738","901.401"
"7","94:M1ex-0Ca-30","36771","911.159"
"8","94:M1ex-0Ca-35","36871","917.058"
"9","94:M1ex-0Ca-40","36838","907.845"
"10","94:M1ex-0Ca-45","36921","932.614"
"11","94:M1ex-0Ca-50","37008","917.401"
"12","94:M1ex-0Ca-55","37011","931.987"
"1","95:M1ex-0Ca-00","33152","708.122"
"2","95:M1ex-0Ca-05","33268","711.921"
"3","95:M1ex-0Ca-10","33385","709.092"
"4","95:M1ex-0Ca-15","33490","710.021"
"5","95:M1ex-0Ca-20","33582","712.850"
"6","95:M1ex-0Ca-25","33648","709.779"
"7","95:M1ex-0Ca-30","33713","707.879"
"8","95:M1ex-0Ca-35","33804","709.193"
"9","95:M1ex-0Ca-40","33838","710.122"
"10","95:M1ex-0Ca-45","33935","708.708"
"11","95:M1ex-0Ca-50","33956","707.879"
"12","95:M1ex-0Ca-55","33997","711.294"
"13","95:M1ex-0Ca-60","34054","711.193"
"1","96:M1ex-0Ca-00","35019","725.980"
"2","96:M1ex-0Ca-05","35267","726.021"
"3","96:M1ex-0Ca-10","35356","724.950"
"4","96:M1ex-0Ca-15","35364","729.436"
"5","96:M1ex-0Ca-20","35434","729.536"
"6","96:M1ex-0Ca-25","35509","750.708"
"7","96:M1ex-0Ca-30","35585","755.921"
"8","96:M1ex-0Ca-35","35663","755.477"
"9","96:M1ex-0Ca-40","35768","746.365"
"10","96:M1ex-0Ca-45","35870","752.992"
"11","96:M1ex-0Ca-50","35877","747.779"
"12","96:M1ex-0Ca-55","35976","754.607"
"13","96:M1ex-0Ca-60","36057","753.779"
"1","97:M1ex-0Ca-00","38515","763.235"
"2","97:M1ex-0Ca-05","38492","759.820"
"3","97:M1ex-0Ca-10","38610","761.820"
"4","97:M1ex-0Ca-15","38640","774.448"
"5","97:M1ex-0Ca-20","38616","768.891"
"6","97:M1ex-0Ca-25","38683","764.406"
"7","97:M1ex-0Ca-30","38716","759.335"
"8","97:M1ex-0Ca-35","38748","773.034"
"9","97:M1ex-0Ca-40","38787","768.063"
"10","97:M1ex-0Ca-45","38853","765.477"
"11","97:M1ex-0Ca-50","38877","777.318"
"12","97:M1ex-0Ca-55","38947","765.820"
"13","97:M1ex-0Ca-60","38977","778.590"
"1","98:M1ex-0Ca-00","41841","783.134"
"2","98:M1ex-0Ca-05","42144","791.134"
"3","98:M1ex-0Ca-10","42213","791.519"
"4","98:M1ex-0Ca-15","42264","780.749"
"5","98:M1ex-0Ca-20","42314","796.347"
"6","98:M1ex-0Ca-25","42362","794.347"
"7","98:M1ex-0Ca-30","42357","795.176"
"8","98:M1ex-0Ca-35","42400","798.247"
"9","98:M1ex-0Ca-40","42447","796.590"
"10","98:M1ex-0Ca-45","42464","788.548"
"11","98:M1ex-0Ca-50","42485","791.619"
"12","98:M1ex-0Ca-55","42507","791.862"
"13","98:M1ex-0Ca-60","42517","789.134"
"1","99:M1ex-ND-00","35289","718.122"
"2","99:M1ex-ND-05","35296","721.294"
"3","99:M1ex-ND-10","35254","715.637"
"4","99:M1ex-ND-15","35247","722.507"
"5","99:M1ex-ND-20","35262","726.749"
"6","99:M1ex-ND-25","35257","725.578"
"7","99:M1ex-ND-30","35242","734.205"
"8","99:M1ex-ND-35","35281","725.578"
"9","99:M1ex-ND-40","35271","720.607"
"10","99:M1ex-ND-45","35213","727.477"
"11","99:M1ex-ND-50","35233","728.406"
"12","99:M1ex-ND-55","35199","727.820"
